OrthologID	GeneSymbol(2019)	TAEGU_ENSEMBL_gID_rel67
9760	SATB2	ENSTGUG00000010480
9763	UACA	ENSTGUG00000009720
9765	ENSGALT00000013232	ENSTGUG00000001230
9769	SPATS2L	ENSTGUG00000010462
9770	SPTBN1	ENSTGUG00000007183
9773	PSME4	ENSTGUG00000007232
9774	TLR15	ENSTGUG00000007261
9775	ERLEC1	ENSTGUG00000007266
9777	ORC5	ENSTGUG00000002884
9778	NOS1	ENSTGUG00000010372
9781	MADD	ENSTGUG00000010454
9782	CHAC2	ENSTGUG00000007286
9783	AOX1	ENSTGUG00000010409
9785	CTDSPL2	ENSTGUG00000009887
9786	FEM1C	ENSTGUG00000001335
9787	CASC4	ENSTGUG00000009914
9788	ACP2	ENSTGUG00000010486
9789	RNFT2	ENSTGUG00000010340
9790	DDB2	ENSTGUG00000010493
9791	C12orf49	ENSTGUG00000010337
9793	SLC26A5	ENSTGUG00000002808
9794	NIF3L1	ENSTGUG00000010385
9795	PPIL3	ENSTGUG00000010395
9796	ALDH7A1	ENSTGUG00000001320
9797	PACSIN3	ENSTGUG00000010497
9798	ORC2	ENSTGUG00000010352
9799	MED13L	
9800	NDUFB3	
9802	ENSGALT00000013419	ENSTGUG00000011775
9803	ARFGAP2	ENSTGUG00000010515
9804	C11orf49	ENSTGUG00000010527
9805	CTSH	ENSTGUG00000009976
9808	PDCD11	ENSTGUG00000010303
9809	ZC3H6	ENSTGUG00000007468
9810	CALHM2	ENSTGUG00000010317
9811	CALHM1	ENSTGUG00000010322
9812	CRBN	ENSTGUG00000010200
9814	LRRN1	ENSTGUG00000010215
9815	NEURL1	ENSTGUG00000010332
9817	CYP2AB1	ENSTGUG00000009991
9818	NAPEPLD	ENSTGUG00000002769
9819	SUMF1	ENSTGUG00000010221
9820	ARMC10	
9821	VSIG1	ENSTGUG00000004066
9823	SH3PXD2A	ENSTGUG00000010339
9825	LRRC17	ENSTGUG00000002762
9828	STN1	ENSTGUG00000010354
9829	FGL2	ENSTGUG00000002746
9830	CAPN10	ENSTGUG00000010021
9831	GSAP	ENSTGUG00000002731
9834	SLK	ENSTGUG00000010378
9836	RNPEPL1	ENSTGUG00000010032
9837	ENSGALT00000013553	ENSTGUG00000004032
9838	RSBN1L	ENSTGUG00000002712
9839	TMEM60	ENSTGUG00000002711
9840	F2	ENSTGUG00000010580
9841	ARHGAP1	ENSTGUG00000010593
9844	ATG13	ENSTGUG00000010603
9847	MDK	ENSTGUG00000010641
9848	RAD18	ENSTGUG00000010405
9849	ABCC5	ENSTGUG00000010048
9850	XRN2	ENSTGUG00000007535
9853	RAB39B	ENSTGUG00000004029
9854	VBP1	ENSTGUG00000004011
9855	THUMPD3	ENSTGUG00000010440
9856	MPP4	ENSTGUG00000010238
9858	TWSG1	ENSTGUG00000009833
9859	PHF21A	ENSTGUG00000010680
9860	ENSGALT00000013690	ENSTGUG00000003960
9861	GAB3	ENSTGUG00000003950
9863	RALGAPA2	ENSTGUG00000007590
9864	ITPRIP	ENSTGUG00000010438
9865	DVL3	ENSTGUG00000010112
9867	GNAT3	ENSTGUG00000002635
9868	MAPK8IP1	ENSTGUG00000010712
9869	SMARCA1	ENSTGUG00000003899
9872	CHST1	ENSTGUG00000010745
9873	SLC24A3	ENSTGUG00000007669
9874	ENSGALT00000013775	ENSTGUG00000010750
9875	SEMA3C	ENSTGUG00000002604
9876	RIN2	ENSTGUG00000007689
9877	BMPR2	ENSTGUG00000010107
9880	RHOV	ENSTGUG00000010772
9881	PLEKHM3	ENSTGUG00000010067
9882	CCNYL1	ENSTGUG00000010055
9884	TRH	ENSTGUG00000010565
9885	RBSN	ENSTGUG00000010568
9886	HNRNPLL	ENSTGUG00000002112
9887	MRPS25	ENSTGUG00000010579
9888	SEMA3E	ENSTGUG00000002487
9889	ATL2	ENSTGUG00000002121
9890	ZDBF2	ENSTGUG00000009961
9891	CPO	ENSTGUG00000010012
9892	ENSGALT00000013873	ENSTGUG00000002809
9893	NR2C2	ENSTGUG00000010590
9894	EIF4G1	ENSTGUG00000010269
9895	XPNPEP1	ENSTGUG00000010544
9897	PPP2R5D	ENSTGUG00000004938
9898	FASTKD2	ENSTGUG00000010004
9900	KLHDC3	ENSTGUG00000004902
9901	GINS1	
9902	ALG12	ENSTGUG00000003862
9904	SENP5	ENSTGUG00000010432
9905	FGD5	ENSTGUG00000010607
9908	INO80	ENSTGUG00000010786
9909	IL17REL	ENSTGUG00000003914
9910	CUL4B	ENSTGUG00000003508
9911	MLC1	ENSTGUG00000003918
9912	SMNDC1	ENSTGUG00000010599
9914	ENTPD6	ENSTGUG00000005097
9915	NSUN6	ENSTGUG00000001241
9916	VSX1	ENSTGUG00000005139
9917	DUSP5	ENSTGUG00000010605
9918	ADAM23	ENSTGUG00000009963
9919	NUSAP1	ENSTGUG00000010822
9920	GPR1	ENSTGUG00000009954
9921	EEF1B2	ENSTGUG00000009931
9924	AHSG	ENSTGUG00000010437
9925	SLC39A12	ENSTGUG00000001259
9926	ITPKA	ENSTGUG00000010850
9927	KLC1	ENSTGUG00000012874
9928	NDUFS1	ENSTGUG00000009895
9929	POLR1B	ENSTGUG00000005237
9930	FETUB	ENSTGUG00000010441
9931	PTK7	ENSTGUG00000004755
9932	ZBTB33	ENSTGUG00000018438
9933	MAPK11	ENSTGUG00000004078
9935	TTL	ENSTGUG00000005284
9936	ENSGALT00000014037	ENSTGUG00000010855
9938	TOR4A	ENSTGUG00000002767
9939	RPAP1	ENSTGUG00000010870
9940	ANAPC2	ENSTGUG00000002756
9941	TTBK1	ENSTGUG00000005334
9942	ENSGALT00000014058	ENSTGUG00000010894
9945	TYRO3	ENSTGUG00000010896
9947	ENSGALT00000014074	ENSTGUG00000004040
9949	NKRF	ENSTGUG00000003356
9950	HRG	ENSTGUG00000010450
9951	UBE2A	ENSTGUG00000003344
9953	ICOS	ENSTGUG00000009766
9954	HACD1	ENSTGUG00000001292
9955	CCN1	ENSTGUG00000006428
9956	SYNDIG1	ENSTGUG00000006051
9958	CD28	
9959	ST8SIA6	ENSTGUG00000001296
9960	RAPH1	ENSTGUG00000009747
9961	SLC25A5	ENSTGUG00000003318
9962	KNG1	ENSTGUG00000010451
9963	NSMF	ENSTGUG00000002736
9964	EIF4A2	ENSTGUG00000010452
9965	TRDMT1	ENSTGUG00000001306
9966	ENSGALT00000014140	ENSTGUG00000018151
9969	MGME1	ENSTGUG00000005912
9970	PDCD4	ENSTGUG00000010667
9971	OVOL2	ENSTGUG00000005909
9973	ESF1	ENSTGUG00000002450
9974	MCOLN3	ENSTGUG00000006482
9975	ZNF800	ENSTGUG00000004194
9977	ABI2	ENSTGUG00000009728
9978	FLRT3	ENSTGUG00000002440
9979	C1QL2	ENSTGUG00000011570
9983	DZANK1	ENSTGUG00000005864
9984	LPAR3	ENSTGUG00000006518
9985	PCSK2	ENSTGUG00000002403
9986	BFSP1	ENSTGUG00000002401
9988	POT1	ENSTGUG00000004218
9991	ITGA8	ENSTGUG00000001333
9992	POLR3F	ENSTGUG00000005839
9994	ENSGALT00000014244	ENSTGUG00000004255
9995	PLEK	ENSTGUG00000002380
9996	CNRIP1	ENSTGUG00000002376
9998	PPP3R1	ENSTGUG00000018231
9999	FAM171A1	ENSTGUG00000001352
10000	C1D	ENSTGUG00000002367
10001	ETAA1	ENSTGUG00000002363
10002	SHOC2	ENSTGUG00000010686
10003	GNG5	ENSTGUG00000006589
10004	SEC23B	ENSTGUG00000005787
10005	RPP38	ENSTGUG00000001366
10006	RPF1	ENSTGUG00000006591
10007	WASL	ENSTGUG00000004276
10008	ENSGALT00000014307	ENSTGUG00000018387
10009	TECTB	ENSTGUG00000010732
10010	LMOD2	ENSTGUG00000004327
10011	DCUN1D1	ENSTGUG00000010517
10012	DTD1	ENSTGUG00000005772
10013	SERTAD2	ENSTGUG00000002314
10014	IDH1	ENSTGUG00000009644
10015	NDUFA5	ENSTGUG00000018129
10016	FERMT1	ENSTGUG00000006448
10017	BMP2	ENSTGUG00000006434
10018	LGALSL	ENSTGUG00000002296
10019	ENSGALT00000014353	ENSTGUG00000002294
10022	PELI1	ENSTGUG00000002289
10023	FKBP15	ENSTGUG00000002641
10024	ACSL5	ENSTGUG00000010742
10025	PRKACB	ENSTGUG00000006643
10026	PIKFYVE	ENSTGUG00000009607
10027	VPS54	ENSTGUG00000002268
10028	SOX2	ENSTGUG00000010554
10029	TTLL7	ENSTGUG00000006665
10031	TMX4	ENSTGUG00000006406
10032	C2orf55	ENSTGUG00000003312
10034	WDPCP	ENSTGUG00000002232
10035	COMMD5	ENSTGUG00000003286
10036	ZDHHC6	ENSTGUG00000010790
10041	GIPC2	ENSTGUG00000006817
10043	PLCB4	ENSTGUG00000006214
10044	USP13	ENSTGUG00000010622
10045	CERKL	ENSTGUG00000009459
10046	NRAP	ENSTGUG00000010833
10047	DNAJB4	ENSTGUG00000006835
10048	ENSGALT00000014512	ENSTGUG00000002221
10049	PEX5L	ENSTGUG00000010602
10050	B3GNT2	ENSTGUG00000002218
10052	ENSGALT00000014517	ENSTGUG00000002526
10053	PIK3CA	
10056	EHD4	ENSTGUG00000010994
10057	MIGA1	ENSTGUG00000006940
10059	AASS	ENSTGUG00000004496
10060	PLA2G4F	ENSTGUG00000011023
10062	PTPRZ1	ENSTGUG00000004543
10063	EPCAM	ENSTGUG00000005491
10065	MFN1	ENSTGUG00000010693
10066	AMBP	ENSTGUG00000002486
10067	ADAM22	ENSTGUG00000001399
10068	GNB4	ENSTGUG00000010675
10069	RABL6	ENSTGUG00000002473
10070	SRI	ENSTGUG00000001413
10072	STEAP4	ENSTGUG00000001423
10073	AFAP1L2	ENSTGUG00000010923
10074	CWC22	ENSTGUG00000009340
10075	SNAP25	ENSTGUG00000006133
10076	ZNF804B	ENSTGUG00000001424
10077	EDF1	ENSTGUG00000002446
10079	MKKS	ENSTGUG00000006126
10080	TRAF2	ENSTGUG00000002428
10081	STEAP2	ENSTGUG00000001427
10082	ST6GALNAC5	ENSTGUG00000007050
10083	ING3	ENSTGUG00000004655
10085	TSPAN12	ENSTGUG00000004668
10086	SESTD1	ENSTGUG00000009296
10087	CCDC141	ENSTGUG00000009285
10088	ALK	ENSTGUG00000005416
10090	CLDN12	ENSTGUG00000001432
10091	TBC1D8B	ENSTGUG00000004500
10092	ANKRD9	ENSTGUG00000005415
10093	ISM1	ENSTGUG00000002469
10094	ENSGALT00000014723	ENSTGUG00000001433
10095	EBNA1BP2	ENSTGUG00000007072
10096	YPEL5	ENSTGUG00000005410
10098	LBH	ENSTGUG00000005402
10099	LCLAT1	ENSTGUG00000005391
10100	TASP1	ENSTGUG00000002456
10103	ENSGALT00000014751	ENSTGUG00000004465
10105	VMA21	ENSTGUG00000004558
10106	KCND2	ENSTGUG00000004691
10107	GPR50	ENSTGUG00000004565
10108	ITPKB	ENSTGUG00000004318
10109	CAPN13	ENSTGUG00000004674
10110	HMGB3	ENSTGUG00000004568
10112	NDUFB5	ENSTGUG00000010639
10113	GALNT14	ENSTGUG00000004629
10114	ENSGALT00000014775	
10115	ZNF106	ENSTGUG00000011108
10116	COQ8A	ENSTGUG00000004345
10117	FAM160B1	ENSTGUG00000010966
10118	MTMR1	ENSTGUG00000004586
10120	ENSGALT00000014791	ENSTGUG00000009225
10122	PNO1	ENSTGUG00000002369
10124	MTM1	ENSTGUG00000004636
10125	SNAP23	ENSTGUG00000011116
10128	TTN	ENSTGUG00000009215
10129	LSM8	ENSTGUG00000004730
10132	ENSGALT00000014850	ENSTGUG00000011130
10133	ENSGALT00000014859	ENSTGUG00000009209
10134	MAMLD1	ENSTGUG00000004663
10135	ENSGALT00000014861	ENSTGUG00000004664
10136	CTTNBP2	ENSTGUG00000004732
10137	TMEM185A	ENSTGUG00000004667
10138	STARD9	ENSTGUG00000011137
10139	FKBP7	ENSTGUG00000009189
10140	IDS	ENSTGUG00000004678
10141	CDAN1	ENSTGUG00000011143
10142	ECT2	ENSTGUG00000010794
10145	TRMT6	ENSTGUG00000002195
10146	OSBPL6	ENSTGUG00000009140
10148	TNFSF10	ENSTGUG00000010819
10149	VRK3	ENSTGUG00000003328
10150	CCDC172	ENSTGUG00000011020
10151	ROM1	ENSTGUG00000011163
10155	SLITRK2	ENSTGUG00000004763
10159	TRIM2	ENSTGUG00000005081
10161	PDE11A	ENSTGUG00000009073
10162	TBC1D24	ENSTGUG00000003258
10164	FNDC3B	ENSTGUG00000010824
10165	TTC30B	ENSTGUG00000009110
10167	PNLIP	
10168	LIN9	ENSTGUG00000004230
10169	AMDHD2	ENSTGUG00000003247
10174	PLD1	ENSTGUG00000010857
10175	ENO4	ENSTGUG00000011042
10176	ENSGALT00000015065	ENSTGUG00000004196
10178	ENSGALT00000015084	ENSTGUG00000005298
10180	HOXD13	ENSTGUG00000008936
10181	SFMBT2	ENSTGUG00000002052
10182	NPY2R	ENSTGUG00000005314
10183	ELMSAN1	ENSTGUG00000011205
10184	LNPK	ENSTGUG00000008918
10185	ATP5MC3	ENSTGUG00000008907
10186	EPHX1	ENSTGUG00000004133
10187	SRP9	ENSTGUG00000004123
10188	TELO2	ENSTGUG00000003224
10190	NUMB	ENSTGUG00000011219
10191	CHRNA1	ENSTGUG00000008827
10192	RAB11FIP2	ENSTGUG00000011078
10193	PAPLN	ENSTGUG00000011230
10195	TMEM204	ENSTGUG00000003219
10196	SP3	ENSTGUG00000008690
10197	DEGS1	ENSTGUG00000004024
10198	FBXO28	ENSTGUG00000004015
10199	RBM25	ENSTGUG00000011246
10200	ZFYVE1	ENSTGUG00000011255
10203	CRAMP1	ENSTGUG00000003176
10205	DCAF4	ENSTGUG00000011259
10206	JPT2	ENSTGUG00000003174
10207	SLC7A14	ENSTGUG00000010946
10208	SFXN4	ENSTGUG00000011111
10210	GUCY1A1	ENSTGUG00000005330
10211	SKIL	ENSTGUG00000010953
10212	ITGA6	ENSTGUG00000008382
10214	ASIC5	ENSTGUG00000005392
10215	RGS7	ENSTGUG00000010596
10216	TDO2	ENSTGUG00000005403
10217	GPR160	ENSTGUG00000010975
10218	RRBP1	ENSTGUG00000005958
10219	PDGFC	ENSTGUG00000005439
10221	CAPN8	ENSTGUG00000002633
10222	SAMD7	ENSTGUG00000010990
10223	KRIT1	ENSTGUG00000001459
10224	CAPZA2	ENSTGUG00000005077
10225	ENSGALT00000015296	ENSTGUG00000011387
10226	SUSD4	ENSTGUG00000002646
10227	MET	ENSTGUG00000005136
10228	ANKIB1	ENSTGUG00000001471
10229	GLRB	ENSTGUG00000005457
10230	GATAD1	ENSTGUG00000001475
10231	SLC8A3	ENSTGUG00000011396
10232	LRRC34	ENSTGUG00000010997
10234	DISP1	ENSTGUG00000002654
10235	TFEC	ENSTGUG00000005289
10236	BROX	ENSTGUG00000002660
10237	GASK1B	ENSTGUG00000005553
10238	TMEM144	ENSTGUG00000005563
10239	SRSF5	ENSTGUG00000011425
10240	RXFP1	ENSTGUG00000005573
10241	PLEKHD1	ENSTGUG00000011440
10242	MECOM	ENSTGUG00000011015
10243	SLC39A9	ENSTGUG00000011443
10244	TAF1A	ENSTGUG00000002690
10245	ETFDH	ENSTGUG00000005625
10246	TMEM168	ENSTGUG00000005419
10247	INPP5F	ENSTGUG00000011167
10248	DUSP10	ENSTGUG00000002705
10249	GALNT16	ENSTGUG00000011448
10250	MARC1	ENSTGUG00000002713
10251	ZNF277	ENSTGUG00000005465
10252	EXD2	ENSTGUG00000011469
10254	DCAF5	ENSTGUG00000011473
10255	RBM48	ENSTGUG00000001489
10256	SERPINI1	ENSTGUG00000011067
10258	FNIP2	ENSTGUG00000005685
10259	EFCAB1	ENSTGUG00000001491
10260	FAM133B	ENSTGUG00000001494
10261	CDK6	ENSTGUG00000001495
10262	PDCD10	ENSTGUG00000011079
10265	MARK1	ENSTGUG00000002722
10266	ENSGALT00000015443	ENSTGUG00000011492
10268	LRRN3	ENSTGUG00000005590
10270	DNAJB9	ENSTGUG00000005595
10271	TMEM229B	ENSTGUG00000011499
10272	THAP5	ENSTGUG00000005607
10274	AVPR2	ENSTGUG00000005614
10275	NPY1R	ENSTGUG00000005806
10276	TMA16	ENSTGUG00000005812
10277	ATE1	ENSTGUG00000011274
10278	NSMCE4A	ENSTGUG00000011287
10279	PNPLA8	ENSTGUG00000005617
10280	ENSGALT00000015475	ENSTGUG00000011299
10281	PIGH	ENSTGUG00000011508
10283	METAP1D	ENSTGUG00000008360
10286	TACC2	ENSTGUG00000011300
10287	ENSGALT00000015498	ENSTGUG00000001518
10288	ARG2	ENSTGUG00000011509
10289	HAT1	ENSTGUG00000008338
10290	VTI1B	ENSTGUG00000011519
10291	PDZRN4	ENSTGUG00000005793
10292	NMD3	ENSTGUG00000011140
10294	YAF2	ENSTGUG00000005817
10295	ZCRB1	ENSTGUG00000005829
10297	ZFYVE26	ENSTGUG00000011533
10298	ENSGALT00000015543	ENSTGUG00000011531
10300	ENSGALT00000015549	ENSTGUG00000011536
10301	SMC4	ENSTGUG00000011171
10302	CYBRD1	ENSTGUG00000008221
10303	PRICKLE1	ENSTGUG00000005851
10304	IFT80	ENSTGUG00000011184
10305	PLEK2	ENSTGUG00000011537
10306	METTL8	ENSTGUG00000008185
10307	EIF2S1	ENSTGUG00000011542
10309	SPOCK3	ENSTGUG00000006005
10310	ATP6V1D	ENSTGUG00000011556
10311	ADAMTS20	ENSTGUG00000005861
10313	MPP5	ENSTGUG00000011569
10315	IRAK4	ENSTGUG00000005932
10318	SRP14	ENSTGUG00000011598
10319	RARRES1	ENSTGUG00000011202
10320	TWF1	ENSTGUG00000005944
10322	MYO3B	ENSTGUG00000008038
10323	PRLL	ENSTGUG00000006010
10324	ENSGALT00000015652	ENSTGUG00000011344
10326	LYPLAL1	ENSTGUG00000002820
10327	PSTK	ENSTGUG00000011358
10328	EIF2AK4	ENSTGUG00000011608
10329	TGFB2	ENSTGUG00000002825
10331	GPR176	ENSTGUG00000011618
10332	KATNBL1	ENSTGUG00000011641
10333	ANO6	ENSTGUG00000006024
10334	COL1A2	ENSTGUG00000001522
10337	LXN	ENSTGUG00000011208
10338	CASD1	ENSTGUG00000001556
10341	SGCE	ENSTGUG00000001558
10342	SCAF11	ENSTGUG00000006091
10343	METTL5	ENSTGUG00000008010
10344	VEPH1	ENSTGUG00000011225
10345	GPR26	ENSTGUG00000011391
10346	KCNK2	ENSTGUG00000002899
10347	ASB4	ENSTGUG00000001584
10348	SH3RF1	ENSTGUG00000006100
10349	CPXM2	ENSTGUG00000011397
10350	SLC38A1	ENSTGUG00000006103
10351	SLC38A2	ENSTGUG00000006125
10352	PDK4	ENSTGUG00000001585
10354	KLHL41	ENSTGUG00000007856
10356	CHST15	ENSTGUG00000011423
10359	GREM1	ENSTGUG00000011733
10360	SLC38A4	ENSTGUG00000006154
10361	ARHGAP11A	ENSTGUG00000011736
10362	PCDH18	ENSTGUG00000001502
10363	SEM1	ENSTGUG00000001641
10364	ACN9	ENSTGUG00000001650
10367	RPAP3	
10369	ASNS	ENSTGUG00000001657
10371	NOCT	ENSTGUG00000002465
10372	ELF2	ENSTGUG00000002458
10374	HCLS1	ENSTGUG00000015985
10375	NAA15	ENSTGUG00000002442
10376	PTPN14	ENSTGUG00000002916
10377	SMYD2	ENSTGUG00000002951
10378	PROX1	ENSTGUG00000002974
10379	ENSGALT00000015929	ENSTGUG00000002435
10381	SETD7	ENSTGUG00000002430
10382	C15orf41	ENSTGUG00000011754
10383	ANGEL2	ENSTGUG00000002995
10385	DPH6	ENSTGUG00000011764
10389	ATF3	ENSTGUG00000003050
10390	TMEM206	ENSTGUG00000003056
10391	PTPRE	ENSTGUG00000011558
10392	C12orf66	ENSTGUG00000006440
10393	PPP2R5A	ENSTGUG00000003063
10394	MGAT4D	ENSTGUG00000002308
10395	C2orf77	ENSTGUG00000007922
10396	XPOT	ENSTGUG00000006459
10397	ELMOD2	ENSTGUG00000002321
10398	DTL	ENSTGUG00000003109
10399	AQR	ENSTGUG00000011770
10400	TBK1	ENSTGUG00000006485
10401	FASTKD1	ENSTGUG00000007867
10402	INTS7	ENSTGUG00000003120
10404	BBS5	ENSTGUG00000007830
10405	STXBP6	ENSTGUG00000011795
10406	LPGAT1	ENSTGUG00000003142
10407	NOVA1	ENSTGUG00000011799
10408	TBC1D30	ENSTGUG00000006564
10409	RD3	ENSTGUG00000003169
10410	TRAF5	ENSTGUG00000003172
10412	WIF1	ENSTGUG00000006579
10413	ZNF330	ENSTGUG00000002360
10414	IL15	ENSTGUG00000002368
10415	RCOR3	ENSTGUG00000003186
10416	LEMD3	ENSTGUG00000006588
10417	HMGA2	ENSTGUG00000006612
10418	TMBIM4	ENSTGUG00000006618
10419	UTP25	ENSTGUG00000003232
10420	MRPS10	ENSTGUG00000003245
10421	GRIP1	ENSTGUG00000006648
10422	TRERF1	ENSTGUG00000003250
10423	GAB1	ENSTGUG00000002400
10424	CAND1	ENSTGUG00000006691
10425	DYRK2	ENSTGUG00000006720
10426	CFAP57	ENSTGUG00000007089
10427	IFNG	ENSTGUG00000006721
10428	IL22	ENSTGUG00000006732
10429	UBR2	ENSTGUG00000003261
10430	G2E3	ENSTGUG00000011816
10431	PRPH2	ENSTGUG00000003357
10432	BICRAL	ENSTGUG00000003367
10433	CYLD	ENSTGUG00000007517
10434	EML4	ENSTGUG00000003388
10435	COX7A2L	ENSTGUG00000003431
10437	HAAO	ENSTGUG00000003496
10438	RAP1B	ENSTGUG00000006744
10442	KAT7	ENSTGUG00000001873
10443	PLEKHH2	ENSTGUG00000003612
10444	HHIP	ENSTGUG00000002714
10445	ANAPC10	ENSTGUG00000002709
10446	TMEM125	ENSTGUG00000007098
10447	DYNC2LI1	ENSTGUG00000003662
10448	TIE1	ENSTGUG00000007100
10449	ABCG8	ENSTGUG00000003716
10450	RAB3IP	ENSTGUG00000006982
10451	YEATS4	ENSTGUG00000006894
10452	FRS2	ENSTGUG00000006906
10453	OTUD4	ENSTGUG00000002684
10454	CDC20	ENSTGUG00000007159
10455	HEATR5A	ENSTGUG00000011873
10456	LSM6	ENSTGUG00000002663
10457	ELOVL1	ENSTGUG00000007178
10459	MED8	ENSTGUG00000007192
10460	NPAS3	ENSTGUG00000011912
10461	EGLN3	ENSTGUG00000011917
10462	ENSGALT00000016251	ENSTGUG00000002662
10464	SLC10A7	ENSTGUG00000002640
10465	TTC29	ENSTGUG00000002636
10466	EDNRA	ENSTGUG00000002625
10467	CRIPT	ENSTGUG00000003989
10468	SZT2	ENSTGUG00000007204
10469	SOCS5	ENSTGUG00000002631
10470	MCFD2	ENSTGUG00000002627
10471	CTSEAL	ENSTGUG00000006960
10472	TMEM184C	ENSTGUG00000002618
10474	PRMT9	ENSTGUG00000002612
10475	BEST3	ENSTGUG00000006968
10476	BAZ1A	ENSTGUG00000011934
10477	ARHGAP10	ENSTGUG00000002594
10478	PLB1	ENSTGUG00000002560
10479	ENSGALT00000016301	ENSTGUG00000011942
10481	FOSL2	ENSTGUG00000002556
10484	CNOT2	ENSTGUG00000007018
10485	RBKS	ENSTGUG00000002539
10486	SUPT7L	ENSTGUG00000002523
10492	PSMA6	ENSTGUG00000011976
10493	KCNK5	ENSTGUG00000007722
10494	KCNK17	ENSTGUG00000007716
10495	RPS3A	ENSTGUG00000004926
10496	HP1BP3	ENSTGUG00000002109
10497	SH3D19	ENSTGUG00000004950
10498	ST3GAL3	ENSTGUG00000007443
10499	BRMS1L	ENSTGUG00000012002
10501	GATB	ENSTGUG00000004986
10503	DMAP1	ENSTGUG00000007598
10504	ARFIP1	ENSTGUG00000005047
10506	FHDC1	ENSTGUG00000005070
10507	TMEM53	ENSTGUG00000007649
10508	SLC25A21	ENSTGUG00000012017
10509	MIPOL1	ENSTGUG00000012022
10511	CSGALNACT1	ENSTGUG00000004359
10512	INTS10	ENSTGUG00000004335
10516	CMTR1	ENSTGUG00000007924
10517	SEC23A	ENSTGUG00000012026
10518	GEMIN2	ENSTGUG00000012039
10519	TRAPPC6B	ENSTGUG00000012044
10520	KANK1	ENSTGUG00000005549
10521	SLC20A2	ENSTGUG00000004289
10522	DMRT3	ENSTGUG00000005521
10523	AARS2	ENSTGUG00000007880
10524	LGR5	ENSTGUG00000007177
10526	TCTE1	ENSTGUG00000007947
10528	TMEM151B	ENSTGUG00000007960
10531	ZFC3H1	ENSTGUG00000007206
10532	RFX3	ENSTGUG00000005287
10534	RAB21	ENSTGUG00000007249
10535	HSPA4L	ENSTGUG00000002068
10536	CAPN11	ENSTGUG00000008009
10537	TBC1D15	ENSTGUG00000007267
10538	FBXO33	ENSTGUG00000012074
10539	MFSD8	ENSTGUG00000002084
10540	ABHD18	ENSTGUG00000002090
10543	HECTD3	ENSTGUG00000007801
10544	UROD	ENSTGUG00000007828
10545	ZSWIM5	ENSTGUG00000007862
10546	GLIPR1L	ENSTGUG00000007376
10548	KRR1	ENSTGUG00000007385
10549	TOE1	ENSTGUG00000007927
10550	ABCD4	ENSTGUG00000012116
10553	PRDX1	ENSTGUG00000007965
10555	ZDHHC17	ENSTGUG00000007477
10556	FAIM2	ENSTGUG00000004143
10557	AQP2	
10558	E2F7	ENSTGUG00000007515
10560	AREL1	ENSTGUG00000012150
10561	GSR	ENSTGUG00000001759
10563	FCF1	ENSTGUG00000012158
10564	GPBP1L1	ENSTGUG00000008044
10565	YLPM1	ENSTGUG00000012165
10567	GMPS	ENSTGUG00000011256
10568	MRPL14	ENSTGUG00000008134
10570	VEGFA	ENSTGUG00000008137
10572	DCTN6	ENSTGUG00000001779
10573	RSPH9	ENSTGUG00000008150
10574	EIF2B2	ENSTGUG00000012191
10575	ENSGALT00000016762	ENSTGUG00000009224
10576	MLH3	ENSTGUG00000012203
10577	MAD2L1BP	ENSTGUG00000009214
10578	ZC2HC1C	ENSTGUG00000012211
10579	NAV3	ENSTGUG00000007519
10580	NEK9	ENSTGUG00000012213
10582	JDP2	ENSTGUG00000012219
10584	MRPL1	ENSTGUG00000001739
10585	PPP1R12A	ENSTGUG00000007603
10586	MME	ENSTGUG00000011304
10587	CNOT6L	ENSTGUG00000001737
10590	TSPAN1	ENSTGUG00000008165
10591	DHX36	ENSTGUG00000011317
10592	POMGNT1	ENSTGUG00000008179
10593	P2RY1	ENSTGUG00000011335
10596	SUCNR1	ENSTGUG00000011348
10597	ENSGALT00000016876	
10598	HERC3	ENSTGUG00000002965
10599	ESRRG	ENSTGUG00000002862
10600	VASH1	ENSTGUG00000012260
10601	ANGEL1	ENSTGUG00000012264
10604	CLRN1	ENSTGUG00000011365
10605	TJAP1	ENSTGUG00000009107
10606	DLK2	ENSTGUG00000009102
10608	CIPC	ENSTGUG00000012273
10609	CCSER1	ENSTGUG00000003088
10611	ENSGALT00000016927	ENSTGUG00000003096
10613	HPGDS	ENSTGUG00000003144
10614	TSC22D2	ENSTGUG00000011399
10615	ENSGALT00000016948	ENSTGUG00000003147
10616	RNF13	ENSTGUG00000011407
10617	WWTR1	ENSTGUG00000011417
10618	NGB	ENSTGUG00000012286
10619	ABCC10	ENSTGUG00000009082
10620	ZNF318	ENSTGUG00000009066
10621	TM4SF4	ENSTGUG00000011422
10622	FAM98A	ENSTGUG00000009042
10623	GSTZ1	ENSTGUG00000012291
10624	FAAH	ENSTGUG00000008323
10625	CP	ENSTGUG00000011435
10626	HPS3	ENSTGUG00000011447
10629	ATPAF1	ENSTGUG00000008394
10630	EFCAB14	ENSTGUG00000008408
10631	ENSGALT00000017025	ENSTGUG00000012300
10632	SAMD15	ENSTGUG00000012303
10634	VIPAS39	ENSTGUG00000012305
10636	AHSA1	ENSTGUG00000012320
10638	ISM2	ENSTGUG00000012330
10639	CMPK1	ENSTGUG00000008563
10640	ALKBH1	ENSTGUG00000012335
10642	SLC29A4	ENSTGUG00000007691
